Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
144,1/3/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,59,243,NA
144,1/4/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,77,264,NA
144,1/5/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,68,280,NA
144,15-01-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,90,335,NA
144,16-01-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,90,362,NA
144,17-01-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,74,172,NA
144,29-01-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,99,330,NA
144,30-01-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,87,413,NA
144,15-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,68,135,NA
144,16-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,103,134,NA
144,19-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,115,159,NA
144,20-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,111,167,NA
144,21-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,110,154,NA
144,25-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,89,145,NA
144,26-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,80,140,NA
144,27-02-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,94,158,NA
144,3/8/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,113,171,NA
144,3/9/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,78,154,NA
144,3/12/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,103,173,NA
144,13-03-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,97,212,NA
144,14-03-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,74,141,NA
144,19-03-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,95,149,NA
144,20-03-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,81,154,NA
144,21-03-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,52,132,NA
144,4/2/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,56,86,NA
144,4/3/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,72,154,NA
144,4/4/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,55,140,NA
144,4/9/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,80,204,NA
144,4/10/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,85,151,NA
144,4/11/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,71,192,NA
144,23-04-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,83,190,NA
144,24-04-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,86,225,NA
144,5/6/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,103,256,NA
144,5/7/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,84,263,NA
144,5/8/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,106,235,NA
144,14-05-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,71,273,NA
144,15-05-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,88,251,NA
144,16-05-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,89,261,NA
144,29-05-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,97,285,NA
144,30-05-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,72,244,NA
144,6/4/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,80,218,NA
144,6/5/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,74,248,NA
144,18-06-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,74,152,NA
144,19-06-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,86,159,NA
144,20-06-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,73,167,NA
144,25-06-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,53,101,NA
144,26-06-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,76,144,NA
144,27-06-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,70,176,NA
144,7/5/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,40,102,NA
144,7/6/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,40,98,NA
144,7/11/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,48,83,NA
144,7/12/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,49,63,NA
144,19-07-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,34,69,NA
144,20-07-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,64,75,NA
144,24-07-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,43,79,NA
144,25-07-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,43,50,NA
144,8/1/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,44,72,NA
144,8/2/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,38,76,NA
144,8/3/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,52,79,NA
144,8/12/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,70,65,NA
144,13-08-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,47,61,NA
144,27-08-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,50,90,NA
144,28-08-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,40,93,NA
144,29-08-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,57,119,NA
144,9/10/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,72,117,NA
144,9/11/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,93,97,NA
144,9/12/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,69,125,NA
144,17-09-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,65,101,NA
144,18-09-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,61,98,NA
144,19-09-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,67,150,NA
144,27-09-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,79,108,NA
144,28-09-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,86,99,NA
144,10/9/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,61,81,NA
144,10/10/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,84,117,NA
144,15-10-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,126,137,NA
144,16-10-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,105,177,NA
144,23-10-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,126,259,NA
144,24-10-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,159,247,NA
144,25-10-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,122,317,NA
144,30-10-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,159,218,NA
144,11/1/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,102,232,NA
144,11/2/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,80,380,NA
144,11/5/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,140,433,NA
144,11/6/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,108,254,NA
144,11/7/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,111,288,NA
144,19-11-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,115,161,NA
144,20-11-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,172,248,NA
144,21-11-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,152,284,NA
144,12/10/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,114,204,NA
144,12/11/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,94,317,NA
144,12/12/2013,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,81,161,NA
144,17-12-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,129,492,NA
144,18-12-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,107,321,NA
144,19-12-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,79,256,NA
144,28-12-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,87,229,NA
144,29-12-13,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,61,210,NA
146,1/8/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,104,377,NA
146,1/9/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,83,308,NA
146,1/10/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,97,333,NA
146,15-01-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,114,416,NA
146,16-01-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,101,419,NA
146,17-01-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,84,136,NA
146,23-01-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,108,345,NA
146,24-01-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,95,293,NA
146,2/6/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,106,148,NA
146,2/7/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,88,152,NA
146,2/8/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,91,157,NA
146,2/11/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,116,242,NA
146,2/12/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,108,274,NA
146,13-02-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,113,297,NA
146,25-02-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,127,247,NA
146,26-02-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,120,238,NA
146,3/4/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,120,284,NA
146,3/5/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,111,235,NA
146,3/6/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,75,210,NA
146,3/12/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,111,267,NA
146,13-03-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,98,300,NA
146,14-03-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,91,228,NA
146,19-03-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,115,233,NA
146,20-03-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,111,297,NA
146,4/2/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,104,188,NA
146,4/3/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,103,207,NA
146,4/4/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,93,225,NA
146,14-04-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,119,470,NA
146,23-04-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,113,310,NA
146,24-04-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,122,378,NA
146,26-04-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,120,256,NA
146,27-04-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,99,307,NA
146,28-04-13,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,121,249,NA
146,5/1/2013,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,122,376,NA
